Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,,,,,,,,,,,,,,,
1987.1184.39,FALSE,FALSE,FALSE,265852,Photographs,1987,Photograph,[Muriel Rukeyser's Eye],NA,NA,NA,NA,NA,Artist,NA,Berenice Abbott,"American, Springfield, Ohio 1898–1991 Monson, Maine",NA,"Abbott, Berenice",American,1898,1991,Female,http://vocab.getty.edu/page/ulan/500020631,https://www.wikidata.org/wiki/Q231861,1940s,1940,1949,Gelatin silver print,34.5 x 38.3 cm. (13  9/16  x 15  1/16  in.),"Gift of Ronald A. Kurtz, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,© Berenice Abbott / Commerce Graphics Ltd. Inc.,http://www.metmuseum.org/art/collection/search/265852,NA,NA,"Metropolitan Museum of Art, New York, NY",Eyes,http://vocab.getty.edu/page/aat/300400484,,,,,,,,,,,,,,,
58.504.10,FALSE,FALSE,FALSE,269969,Photographs,1958,Photograph,[Woman in Peasant Costume],NA,NA,NA,NA,NA,Artist,NA,Oscar Gustav Rejlander,"British (born Sweden), 1813–1875",NA,"Rejlander, Oscar Gustav","British, born Sweden",1813,1875,NA,http://vocab.getty.edu/page/ulan/500030901,NA,1860,1860,1860,Gelatin silver print,NA,"Acquired by exchange, 1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA,http://www.metmuseum.org/art/collection/search/269969,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
1994.258.473,FALSE,FALSE,FALSE,275929,Photographs,1994,Negative,[Carved Eagle Relief],NA,NA,NA,NA,NA,Artist,NA,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",NA,"Evans, Walker",American,1903,1975,NA,http://vocab.getty.edu/page/ulan/500012076,https://www.wikidata.org/wiki/Q363308,1930s–50s,1930,1959,Film negative,8 x 10 in.,"Walker Evans Archive, 1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negatives,"© Walker Evans Archive, The Metropolitan Museum of Art",http://www.metmuseum.org/art/collection/search/275929,NA,NA,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,,,,,,,,,,,,,,,
33.167,FALSE,TRUE,TRUE,51584,Asian Art,1933,Handscroll,明  佚名   蘇蕙璇璣圖  卷|Lady Su Hui and Her Verse Puzzle,China,NA,NA,NA,NA,Artist,In the style of,Qiu Ying,"Chinese, ca. 1495–1552",NA,Qiu Ying,Chinese,1485,1562,NA,http://vocab.getty.edu/page/ulan/500324495,https://www.wikidata.org/wiki/Q769372,16th century,1500,1599,Handscroll, ink and color on silk,Image: 10 1/16 in. x 10 ft. 2 3/4 in. (25.6 x 311.8 cm),"Gift of George D. Pratt, 1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA,http://www.metmuseum.org/art/collection/search/51584,https://www.wikidata.org/wiki/Q78808306,NA,"Metropolitan Museum of Art, New York, NY",Musical Instruments|Women,http://vocab.getty.edu/page/aat/300041620|http://vocab.getty.edu/page/aat/300025943,,,,,,,,,,,,,,
2005.100.377.1 (55),FALSE,FALSE,FALSE,709150,Photographs,2005,Album,None,NA,NA,NA,NA,NA,Artist,NA,Charles Marville,"French, Paris 1813–1879 Paris",NA,"Marville, Charles",NA,1813,1879,NA,http://vocab.getty.edu/page/ulan/500022569,NA,1865–72,1865,1872,Albumen silver print from glass negative,"Image: 14 1/4 × 10 3/4 in. (36.2 × 27.3 cm)
Sheet: 15 3/4 × 20 1/4 in. (40 × 51.5 cm)","Gilman Collection, Gift of The Howard Gilman Foundation, 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA,http://www.metmuseum.org/art/collection/search/709150,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
30.4.220,FALSE,FALSE,FALSE,557690,Egyptian Art,1930,"Facsimile, Userhat (TT 56), graffito, animal across fowling scene","Coptic Graffito of an Animal across a Fowling Scene, Tomb of Userhat",NA,NA,NA,NA,NA,Artist,NA,Charles K. Wilkinson,NA,NA,"Wilkinson, Charles K.",NA,1897,1986,NA,http://vocab.getty.edu/page/ulan/500328136,NA,ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,"H. 30.5 cm (12 in); w. 33 cm (13 in)
scale 1:1","Rogers Fund, 1930",From,NA,NA,NA,Egypt,"Upper Egypt, Thebes",NA,NA,NA,NA,NA,NA,NA,http://www.metmuseum.org/art/collection/search/557690,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
17.3.1106,FALSE,FALSE,TRUE,364650,Drawings and Prints,1917,Print,The Surgeon,NA,NA,NA,NA,NA,Artist,NA,Lucas van Leyden,"Netherlandish, Leiden ca. 1494–1533 Leiden",NA,"Leyden, Lucas van",Netherlandish,1494,1533,NA,http://vocab.getty.edu/page/ulan/500020789,https://www.wikidata.org/wiki/Q320980,1524,1524,1524,Engraving,sheet: 4 5/8 x 3 in. (11.7 x 7.6 cm) (clipped impression),"Harris Brisbane Dick Fund, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/364650,NA,NA,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,,,,,,,,,,,,,,,
1975.268.25,FALSE,FALSE,TRUE,45606,Asian Art,1975,Hanging scroll,衿羯羅童子像　|Kongara-doji,Japan,NA,NA,NA,NA,Artist,NA,Ryūshū Shūtaku (Myōtaku),"Japanese, 1307–1388",NA,Ryūshū Shūtaku,Japanese,1307,1388,NA,NA,NA,1387,1387,1387,Hanging scroll, ink and color on silk,43 x 15 3/4 in. (109.2 x 40 cm),"The Harry G. C. Packard Collection of Asian Art, Gift of Harry G. C. Packard, and Purchase, Fletcher, Rogers, Harris Brisbane Dick, and Louis V. Bell Funds, Joseph Pulitzer Bequest, and The Annenberg Fund Inc. Gift, 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA,http://www.metmuseum.org/art/collection/search/45606,https://www.wikidata.org/wiki/Q78846548,NA,"Metropolitan Museum of Art, New York, NY",Men|Monks,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025765,,,,,,,,,,,,,,
30.36,FALSE,FALSE,FALSE,842444,Drawings and Prints,NA,Print,Portrait of Elizabeth Barrett Browning,NA,NA,NA,NA,NA,Artist,NA,John Sartain,"American (born London, England) 1808–1897 Philadelphia, Pennsylvania",NA,"Sartain, John",NA,1808,1897,NA,http://vocab.getty.edu/page/ulan/500001830,NA,1830–97,1830,1897,Mezzotint,Sheet: 11 3/16 × 9 1/16 in. (28.4 × 23 cm),"Gift of Cyrus Field Judson, 1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/842444,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2007.49.304,FALSE,FALSE,TRUE,73619,Asian Art,2007,Print,NA,Japan,NA,NA,NA,NA,Artist,NA,筆者不詳,NA,NA,筆者不詳,NA,NA,NA,NA,NA,NA,ca. 1870,1860,1880,Woodblock print, ink and color on paper,Image: 13 1/2 x 9 1/8 in. (34.3 x 23.2 cm),"Bequest of William S. Lieberman, 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/73619,NA,NA,"Metropolitan Museum of Art, New York, NY",Men|Dogs|Fire|Cabinets,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300417275|http://vocab.getty.edu/page/aat/300038888,,,,,,,,,,,,,,
50.602.749,FALSE,FALSE,FALSE,656573,Drawings and Prints,1950,cut paper,"Edward M. Vaugh, Attorney at Law",NA,NA,NA,NA,NA,Artist,NA,Auguste Edouart,"French, 1789–1861",NA,"Edouart, Auguste",French,1789,1861,NA,http://vocab.getty.edu/page/ulan/500119964,NA,1844,1844,1844,Cut paper silhouette,Image: 9 in. × 2 3/4 in. (22.8 × 7 cm),"Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cut Paper|Ephemera,NA,http://www.metmuseum.org/art/collection/search/656573,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2006.589,FALSE,FALSE,FALSE,371940,Drawings and Prints,2006,Book,Punica Granatum,NA,NA,NA,NA,NA,Artist,NA,Harriet Bart,"American, born 1941",NA,"Bart, Harriet",American,1941,2041,Female,http://vocab.getty.edu/page/ulan/500349875,NA,2005,2005,2005,Illustrated book with embossing and letterpress,14-1/2 x 10-1/2 inches (36.8 x 26.7 cm),"Gift of Bruce J. Bart, in honor of Harriet Bart, 2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Books,©2010 Harriet Bart,http://www.metmuseum.org/art/collection/search/371940,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
55.651.2,FALSE,FALSE,FALSE,269825,Photographs,1955,Photograph,"Harvest, Nartons Valley, Korea",NA,NA,NA,NA,NA,Artist,NA,Josef Breitenbach,"American, born Germany, Munich 1896–1984 New York",NA,"Breitenbach, Josef","American, born Germany",1896,1984,NA,http://vocab.getty.edu/page/ulan/500037093,NA,1952,1952,1952,Gelatin silver print,NA,"Purchase, Mrs. William Bijor, Mrs. Marian E. Opton, Mrs. Louis S. Gimbel Jr., Mrs. Alexander Brest and Arthur M. Bullowa Gifts, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,"©The Josef Breitenbach Trust, New York",http://www.metmuseum.org/art/collection/search/269825,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
2015.300.136,FALSE,FALSE,TRUE,670933,Asian Art,2015,Hanging scroll,磯田湖竜斎筆  花魁と禿の初詣図|Courtesan and  Two Attendants on New Year's Day,Japan,NA,NA,NA,NA,Artist,NA,Isoda Koryūsai,"Japanese, 1735–ca. 1790",NA,Isoda Koryūsai,NA,1735,1790,NA,http://vocab.getty.edu/page/ulan/500057320,https://www.wikidata.org/wiki/Q3155497,ca. 1780s,1780,1789,"Hanging scroll; ink, color and gold on paper",Image: 33 11/16 × 13 11/16 in. (85.6 × 34.7 cm),"Mary Griggs Burke Collection, Gift of the Mary and Jackson Burke Foundation, 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA,http://www.metmuseum.org/art/collection/search/670933,https://www.wikidata.org/wiki/Q78620258,NA,"Metropolitan Museum of Art, New York, NY",Girls|Women,http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025943,,,,,,,,,,,,,,,
52.570.255,FALSE,FALSE,TRUE,346339,Drawings and Prints,1952,Drawing Ornament & Architecture,Design for a Chalice with Acanthus and Shell Decoration,NA,NA,NA,NA,NA,Artist,NA,Giovanni Battista Foggini,"Italian, Florence 1652–1725 Florence",NA,"Foggini, Giovanni Battista",Italian,1652,1725,NA,http://vocab.getty.edu/page/ulan/500020988,NA,1652–1725,1652,1725,"Pen and brown ink, brush and brown wash, over traces of black chalk",sheet: 9 x 4 1/4 in. (22.8 x 10.8 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings|Ornament & Architecture,NA,http://www.metmuseum.org/art/collection/search/346339,NA,NA,"Metropolitan Museum of Art, New York, NY",Acanthus|Chalices,http://vocab.getty.edu/page/aat/300164902|http://vocab.getty.edu/page/aat/300194762,,,,,,,,,,,,,,,
20.11.43,FALSE,FALSE,TRUE,429657,Drawings and Prints,1920,Print,"The Ascension of Christ, from The Fall and Salvation of Mankind Through the Life and Passion of Christ",NA,NA,NA,NA,NA,Artist,NA,Albrecht Altdorfer,"German, Regensburg ca. 1480–1538 Regensburg",NA,"Altdorfer, Albrecht",German,1480,1538,NA,http://vocab.getty.edu/page/ulan/500031250,https://www.wikidata.org/wiki/Q153746,ca. 1513,1508,1518,Woodcut,Sheet: 3 1/16 × 2 3/16 in. (7.8 × 5.5 cm),"Rogers Fund, 1920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/429657,NA,NA,"Metropolitan Museum of Art, New York, NY",Christ|Men,http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/aat/300025928,,,,,,,,,,,,,,,
49.70.136,FALSE,FALSE,FALSE,488360,Modern and Contemporary Art,1949,Drawing,"White Mountain Country - Franconia Range, The Mountain No. 2",NA,NA,NA,NA,NA,Artist,NA,John Marin,"American, Rutherford, New Jersey 1870–1953 Cape Split, Maine",NA,"Marin, John",American,1870,1953,NA,http://vocab.getty.edu/page/ulan/500115368,https://www.wikidata.org/wiki/Q666171,1927,1927,1927,Watercolor and crayon on paper,19 3/4 x 24 1/4 in. (50.2 x 61.6 cm),"Alfred Stieglitz Collection, 1949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,"© 2020 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/488360,NA,NA,"Metropolitan Museum of Art, New York, NY",Mountains,http://vocab.getty.edu/page/aat/300008795,,,,,,,,,,,,,,,
1978.671.5(10.5),FALSE,FALSE,TRUE,710311,Drawings and Prints,1978,Drawing Ornament & Architecture,Textile Design with Alternating Vertical Twisting Strips of Dots and Garlands of Pearls and Rosettes over a Striped Background,NA,NA,NA,NA,NA,Artist,NA,"Anonymous, Alsatian, 19th century",NA,NA,"Anonymous, Alsatian, 19th century",NA,1800,1900,NA,NA,NA,1840,1840,1840,Gouache,Sheet: 4 5/8 × 4 3/4 in. (11.7 × 12 cm),"Museum Accession, transferred from the Library",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings|Ornament & Architecture,NA,http://www.metmuseum.org/art/collection/search/710311,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
41.72(2.74),FALSE,FALSE,TRUE,403582,Drawings and Prints,1941,Print,Speculum Romanae Magnificentiae: The Fate of Dirce,NA,NA,NA,NA,NA,Artist,NA,Georges Reverdy,"French, active Lyon, 1529–57",NA,"Reverdy, (Reverdino) Georges",French,1500,1600,NA,http://vocab.getty.edu/page/ulan/500025563,NA,1579,1579,1579,Engraving,"sheet: 19 9/16 x 14 3/16 in. (49.7 x 36 cm)
mount: 22 1/16 x 16 7/8 in. (56 x 42.8 cm)","Rogers Fund, transferred from the Library",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/403582,NA,NA,"Metropolitan Museum of Art, New York, NY",Baskets|Male Nudes|Female Nudes|Bulls|Dogs,http://vocab.getty.edu/page/aat/300194498|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300250117|http://vocab.getty.edu/page/aat/300265714,,,,,,,,,,,,,,,
17.3.756-2199,FALSE,FALSE,FALSE,386127,Drawings and Prints,1917,Print,Portrait of CL H Watelet,NA,NA,NA,NA,NA,Artist,NA,Claude Henri Watelet,"French, Paris 1718–1786 Paris",NA,"Watelet, Claude Henri",French,1714,1789,NA,http://vocab.getty.edu/page/ulan/500021666,NA,1753,1753,1753,Etching,"sheet: 13 3/8 x 9 1/2 in. (34 x 24.1 cm)
plate: 7 11/16 x 5 5/8 in. (19.6 x 14.3 cm)","Harris Brisbane Dick Fund, 1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/386127,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
56.121.38,FALSE,FALSE,TRUE,57288,Asian Art,1956,Drawing,NA,Japan,NA,NA,NA,NA,Artist,School of,Katsushika Hokusai,"Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)",NA,Katsushika Hokusai,Japanese,1760,1849,NA,http://vocab.getty.edu/page/ulan/500060426,https://www.wikidata.org/wiki/Q5586,18th–19th century,1700,1899,Ink on paper,10 3/4 x 7 1/8 in. (27.3 x 18.1 cm),"Gift of Annette Young, in memory of her brother, Innis Young, 1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paintings,NA,http://www.metmuseum.org/art/collection/search/57288,https://www.wikidata.org/wiki/Q78725072,NA,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,,,,,,,,,,,,,,,
1994.254.730,FALSE,FALSE,FALSE,274115,Photographs,1994,Negative,"[Jane Smith Evans's Barn and Studio Addition, Old Lyme, Connecticut]",NA,NA,NA,NA,NA,Artist,NA,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",NA,"Evans, Walker",American,1903,1975,NA,http://vocab.getty.edu/page/ulan/500012076,https://www.wikidata.org/wiki/Q363308,1940s,1940,1949,Film negative,4 x 5 in.,"Walker Evans Archive, 1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negatives,"© Walker Evans Archive, The Metropolitan Museum of Art",http://www.metmuseum.org/art/collection/search/274115,NA,NA,"Metropolitan Museum of Art, New York, NY",Buildings,http://vocab.getty.edu/page/aat/300004789,,,,,,,,,,,,,,,
1984.433.159,FALSE,FALSE,FALSE,483300,Modern and Contemporary Art,1984,Drawing,Nudes in a Forest,NA,NA,NA,NA,NA,Artist,NA,Preston Dickinson,"American, New York, New York 1889–1930 Irun, Spain",NA,"Dickinson, Preston",American,1889,1930,NA,http://vocab.getty.edu/page/ulan/500124280,https://www.wikidata.org/wiki/Q3402687,1916,1916,1916,Charcoal on paper,16 x 14 7/8 in. (40.6 x 37.8 cm),"Bequest of Scofield Thayer, 1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/483300,NA,NA,"Metropolitan Museum of Art, New York, NY",Female Nudes|Forests,http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300387598,,,,,,,,,,,,,,,
JP3540,FALSE,FALSE,TRUE,55841,Asian Art,1979,Print,NA,Japan,NA,NA,NA,NA,Artist,NA,Yōshū (Hashimoto) Chikanobu,"Japanese, 1838–1912",NA,Yōshū (Hashimoto) Chikanobu,Japanese,1838,1912,NA,http://vocab.getty.edu/page/ulan/500335317,https://www.wikidata.org/wiki/Q3087294,1895,1895,1895,Woodblock prints, ink and color on paper,L. (page) 13 7/8 in. (35.2 cm), W. (page) 9 1/4 in. (23.4 cm),"Gift of Mrs. W. Walton Butterworth, 1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/55841,NA,NA,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,,,,,,,,,,,,,
2005.100.676.1.1 (18),FALSE,FALSE,FALSE,734455,Photographs,2005,Photograph,Souk el Sélah,NA,NA,NA,NA,NA,Artist,NA,Wilhelm Hammerschmidt,"German (born Prussia), ca. 1830–1869 Berlin",NA,"Hammerschmidt, Wilhelm",NA,1825,1869,NA,NA,NA,1860s–70s,1860,1879,Albumen silver print from glass negative,"Image: 12 1/4 × 9 1/4 in. (31.1 × 23.5 cm)
Mount: 15 5/8 × 19 5/16 in. (39.7 × 49.1 cm)","Gilman Collection, Gift of The Howard Gilman Foundation, 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA,http://www.metmuseum.org/art/collection/search/734455,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
80.3.298,FALSE,FALSE,TRUE,340800,Drawings and Prints,1880,Drawing,Four Caricatured Heads,NA,NA,NA,NA,NA,Artist,attributed to,Pier Francesco Mola,"Italian, Coldrerio 1612–1666 Rome",NA,"Mola, Pier Francesco",Italian,1612,1666,NA,http://vocab.getty.edu/page/ulan/500025440,https://www.wikidata.org/wiki/Q1192715,1612–66,1612,1666,Pen and brown ink,3 1/4 x 10 1/4in. (8.3 x 26cm),"Gift of Cornelius Vanderbilt, 1880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings,NA,http://www.metmuseum.org/art/collection/search/340800,NA,NA,"Metropolitan Museum of Art, New York, NY",Heads,http://vocab.getty.edu/page/aat/300375054,,,,,,,,,,,,,,,
2005.100.948.1 (36b),FALSE,FALSE,FALSE,287798,Photographs,2005,Photograph,House at Umballa,NA,NA,NA,NA,NA,Artist,NA,Unknown,NA,NA,Unknown,NA,NA,NA,NA,http://vocab.getty.edu/page/ulan/500125274,https://www.wikidata.org/wiki/Q24238356,1850s,1850,1859,Albumen silver print,"Image: 12.7 x 19.3 cm (5 x 7 5/8 in.)
Mount: 27.5 x 23.3 cm (10 13/16 x 9 3/16 in.)","Gilman Collection, Museum Purchase, 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Photographs,NA,http://www.metmuseum.org/art/collection/search/287798,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
29.107.174,FALSE,FALSE,FALSE,385264,Drawings and Prints,1929,Print,A Breezy Day at Dordrecht,NA,NA,NA,NA,NA,Artist,NA,Charles Adams Platt,"American, New York 1861–1933",NA,"Platt, Charles Adams",American,1861,1933,NA,http://vocab.getty.edu/page/ulan/500012616,NA,1888,1888,1888,Etching and drypoint, published state,"plate: 13 9/16 x 18 5/8 in. (34.4 x 47.3 cm)
sheet: 19 3/4 x 25 1/2 in. (50.2 x 64.8 cm)","H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/385264,NA,NA,"Metropolitan Museum of Art, New York, NY",Rivers|Boats,http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300178749,,,,,,,,,,,,,,
52.570.205,FALSE,FALSE,TRUE,340264,Drawings and Prints,1952,Drawing Ornament & Architecture,Various Designs for Parts of a Carriage,NA,NA,NA,NA,NA,Artist,NA,"Anonymous, Italian, first half of the 18th century",NA,NA,"Anonymous, Italian, 18th century first half",Italian,1700,1750,NA,NA,NA,18th century,1700,1800,"Pen and brown ink, brush and gray wash, on cream laid paper",6-3/4 x 8 in.  (17.2 x 20.3 cm),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drawings|Ornament & Architecture,NA,http://www.metmuseum.org/art/collection/search/340264,NA,NA,"Metropolitan Museum of Art, New York, NY",Human Figures|Heads,http://vocab.getty.edu/page/aat/300404114|http://vocab.getty.edu/page/aat/300375054,,,,,,,,,,,,,,,
41.71.1.13(47),FALSE,FALSE,FALSE,406293,Drawings and Prints,1941,Print,"Two-handled vase with maks on a base from another such work, from Vasi, candelabri, cippi, sarcofagi, tripodi, lucerne, ed ornamenti antichi disegnati ed incisi dal Cav. Gio. Batt. Piranesi, Vol. II (Vases, candelabra, grave stones, sarcophagi, tripods, lamps, and ornaments designed and etched by Cavalieri Giovanni Battista Piranesi)",NA,NA,NA,NA,NA,Artist,NA,Giovanni Battista Piranesi,"Italian, Mogliano Veneto 1720–1778 Rome",NA,"Piranesi, Giovanni Battista",Italian,1720,1778,NA,http://vocab.getty.edu/page/ulan/500114965,https://www.wikidata.org/wiki/Q316307,1778–80,1778,1780,Etching,"Plate: 20 11/16 x 15 3/16 in. (52.5 x 38.5 cm)
Sheet: 19 7/8 x 28 3/4 in. (50.5 x 73 cm) printed horizontally","Rogers Fund, transferred from the Library",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/406293,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
46.49.9,FALSE,FALSE,FALSE,385557,Drawings and Prints,1946,Block,"First Blow for Freedom: Bringing Powder to Bunker Hill, for ""Harper's"" 1886",NA,NA,NA,NA,NA,Artist,NA,Howard Pyle,"American, Wilmington, Delaware 1853–1911 Florence",NA,"Pyle, Howard",American,1853,1911,NA,http://vocab.getty.edu/page/ulan/500014115,NA,1886,1886,1886,Woodblock,block: 3 3/8 x 4 13/16 x 7/8 in. (8.6 x 12.2 x 2.2 cm),"Harris Brisbane Dick Fund, 1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blocks,NA,http://www.metmuseum.org/art/collection/search/385557,NA,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
1970.744.4,FALSE,FALSE,FALSE,372078,Drawings and Prints,1970,Print,Elijah,NA,NA,NA,NA,NA,Artist,NA,Charles Wilbert White,"American, Chicago, Illinois 1918–1979 Los Angeles, California",NA,"White, Charles Wilbert",American,1918,1979,NA,http://vocab.getty.edu/page/ulan/500115749,https://www.wikidata.org/wiki/Q5083521,1969,1969,1969,Etching and drypoint,"Plate: 12 3/4 x 21 3/4 in. (32.4 x 55.2 cm)
Sheet: 18 x 27 9/16 in. (45.7 x 70 cm)","Estate of Martin Birnbaum and Rogers Fund, Transfer from Modern, 1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prints,NA,http://www.metmuseum.org/art/collection/search/372078,https://www.wikidata.org/wiki/Q96585392,NA,"Metropolitan Museum of Art, New York, NY",NA,NA,,,,,,,,,,,,,,,
